Deity,Bhajan,Meaning
Ganesha,"Sharanam Sharanam Sai Gajananam 
Vighna Vinashaka Gana Natham 
Buddhi Pradayaka Sai Gajananam 
Asura Vinashaka Sai Gajananam 
Sai Vinayaka Sai Gajananam 
Vighna Vinashaka Gana Natham","I surrender to Lord Sai Gajanana, Lord of Demi-Gods. Lord Sai
Gajanana removes obstacles, bestows grace, intelligence and 
destroys evil tandencies. Worship Lord Sai Gajanana."
Ganesha,"Sharavanaa Shiva Kumara 
Shanmukhanaatha Jai Jai Shanmukhanaatha 
Subramanyaa Kaarthikeya Kaliyavathaara 
Shanmukhanaatha Jai Jai Shanmukhanaatha 
Om Sharanam Sharanam Shanmukhanaatha","Oh Subramanya (second son of Shiva and Parvathi), son of Shiva,
victory to Thee, Shanmukhanatha (Lord with six heads). Oh Lord 
Karthikeya (another name for Subramanya), You are the incarnation 
of the Kali age. I take refuge in You, Shanmukhanatha"
Ganesha,"Shree Gananatha Jaya Gananatha 
Parvathi Shiva Thanaya 
Jaya Gananatha Parvathi Shiva Thanaya 
Shankara Nandana Vijaya Gajanana 
Kali Mala Bhanjana Sura Nara Vandana","Victory to Thee O Ganesh, son of Lord Shiva and Parvathi,
worshipped by gods and human beings, destroyer of vice and 
wickedness which plague the present age of Kali. Victory to Thee O lord!"
Ganesha,"Shree Gananatha Paahi Prabhu 
Parvathi Thanaya Paahi Vibho 
Vighna Vinashaka Gajanana 
Buddhi Pradayaka Shubhaanana 
Siddhi Vinayaka Shiva Nandana 
Gauri Nandana Niranjana 
Paada Namasthe Gajanana (2)","Look after us, protect us, O Lord Ganesh. Thou art reputed to
protect Thy devotees from impediments and give them a powerful 
intellect and spiritual enlightenment. We prostrate before Thee in humble surrender."
Ganesha,"Shree Gananatha Sai Gananatha 
Sharanam Sharanam Shree Gananatha 
Shree Gananatha Sai Gananatha 
Sura Muni Vanditha Shree Gananatha 
Sharanam Sharanam Shree Gananatha 
Sarvaadhaara Shree Sai Naathha 
Sharanam Sharanam Shree Gananatha","I surrenderr to Lord Ganesh to Whom the virtuous pay obeisance
O Lord Sai Naathha! Thou art the base and support of the whole Universe, I seek Thy refuge"
Ganesha,"Shree Ganesha Jaya Ganesha 
Jaya Guru Deva Sai Mahesha 
Parvathi Shankara Hey Paramesha 
Ramakrishna Hari Govinda Vitthala 
Subrahmanyam Subrahmanyam Shanmukhanatha Subrahmanayam (4x)","Glory to Thee, O Lord Ganesha. Glory to the revered Guru, Lord Sai. Lord of Parvathi, Ruler of All,
O Rama, Krishna, Govinda, Vitthala, O Subramanyam, Son of Lord Shiva, the God with six faces"
Ganesha,"Shree Ganesha Jaya Ganesha Jaya Ganesha Deva 
Maatha Aadi Para Shakthi Pitha Mahaadeva 
Shree Ganesha Jaya Ganesha Jaya Ganesha Deva 
Maatha Aadi Parvathi Pitha Shankara Deva 
Jaya Ganesha Deva, Jaya Ganesha Deva 
Parthi Key Sai Prabhu Sankata Hara Deva 
Sankata Hara Deva 
Parthi Key Sai Prabhu Paramaananda Deva 
Jaya Ganesha Deva, Jaya Ganesha Deva","Glory to Shree Ganesha, Victory to Ganesha, Lord Genesha.
Your Mother is the origin of all, Mother Shakthi, Your Father is Shiva, Lord of all Lords 
Your Mother is Parvathi, Shiva's Consort, Your father is the great Shankara 
Lord of all, the Destroyer of evil"
Ganesha,"Shree Ganesha Shree Ganesha Sharanam 
Shree Ganesha Shree Ganesha Paahi Maam 
Shree Mahaa Ganapathe Namosthuthe 
Jai Jai Jai Gajanaayaka 
Shree Ganesha Shree Ganesha Paahi Maam","Lord Ganesh, I surrender to you, protect me, great Lord of the Ganas"
Ganesha,"Shree Ganesha Shree Ganesha Shree Ganesha Paahimaam 
Jaya Ganesha Jaya Ganesha Jaya Ganesha Rakshamaam 
Shree Ganesha Pahimaam Jaya Ganesha Rakshamaam 
Jaya Ganesha Jaya Ganesha Jaya Ganesha Rakshamaam 
Shree Ganesha Pahimaam","Shree Ganesha, protect me; Glory to Ganesh, my protector;
Shree Ganesha protect me; Victory to Ganesh, my protector);"
Ganesha,"Shree Ganesha Vinayaka 
Vighna Vinaashka Vinayaka 
Mangala Daayaka Vinayaka 
Bhava Bhaya Naasha Vinayaka 
Parthipureesha Vinayaka","O Lord Ganesha, lead us on; You are the Remover of all obstacles
You grant auspiciousness, You remove all fear, You manifest as Lord of Puttaparthi"
Ganesha,"Shuklam Bhara Dharam Ganapathi Mantram 
Nithyam Nithyam Japo Japo 
Vighna Vinashaka Vidya Daayaka 
Veera Ganapathi Bhajo Bhajo","Always worship Lord Ganapati, remover of obstacles from path."
Ganesha,"Siddhi Vinayaka Budhi Pradayaka Namo Namo 
Shiva Shankara Sutha Namo Namo 
Parvathi Thanaya Namo Namo 
Sharanaagatha Priya Vanditha Ganapathi Namo Namo 
Hey Shiva Nandana Baala Gajanana Namo Namo 
Namo Namo Namo Namo 
Namo Namo Sai Namo","Salutations to You, Hey Vinayaka, the bestower of boons
and intelligence. Salutations to You, son of Shankara, son of Parvathi. 
Salutations to the One who likes those who surrender. Salutations 
to Thee, the elephant faced child, Ganesha"
Ganesha,"Sindhoora Vadana Baala Gajanana 
Pranavaa Kara Hey Shiva Nandana 
Sindhoora Vadana Baala Gajanana 
Vidya Buddhi Siddhi Pradayaka 
Mangala Karaka Hey Shubha Daayaka 
Shree Sathya Sai Hey Gana Naayaka","O Elephant-Faced Lord Gajanana! O Lord Sathya Sai Gajanana! Thy
form is Pranava (om) and thou art grantor of spiritual wisdom, 
success and awarder of auspiciousness, welfare, good fortune, happiness and prosperity."
Ganesha,"Subrahmanyam Shanmukhanaatham 
Subrahmanyam Shree Guru Naatham 
Karunaa Saagara Shree Kaartikeyam 
Bhava Bhaya Haranam Bhavani Tanayam 
Sharanam Sharanam Deena Sharanyam 
Sharanam Sharanam Saayeesha Sharanam","Chant the Name of Subrahmanya, brother of Ganesha. He holds
the position of a revered spiritual teacher. Seek refuge under 
Him and you will be rid of the endless cycle of births and deaths."
Ganesha,"Subrahmanyam Subrahmanyam Shanmukhanatha Subrahmanyam 
Subrahmanyam Subrahmanyam Sai Naathha Subrahmanyam 
Shiva Shiva Shiva Shiva Subrahmanyam Hara Hara Hara Hara Subrahmanyam 
Shiva Shiva Hara Hara Subrahmanyam Hara Hara Shiva Shiva Subrahmanyam 
Shiva Sharavanabhava Subrahmanyam Guru Saravanabhava Subrahmanyam 
Shiva Shiva Hara Hara Subrahmanyam Hara Hara Shiva Shiva Subrahmanyam","Sing the names of Lord Subramanyam, Lord with six faces,
Son of Shiva; Sing the names of Lord Subramanyam and of Shiva; 
Sing in praise of Lord Subramanyam who was born in the lake called Sharavanabhava"
Ganesha,"Sundara Mukha Sree Gajanana 
Eka Danta Sree Gajanana 
Sundara Mukha Sree Gajanana 
Prathama Namaami Gajanana 
Rishi Muni Vanditha Gajanana 
Gajanana Om Gajanana (3)","Hey elephant faced Lord Ganesha, Your face is beautiful.
Hey Gajanana, You are the Lord with a single tusk (of an elephant). 
I first worship Thee, Lord Ganesha. You are the One worshipped 
by all Rishis. Oh Lord Gnaesha, I prostrate to Thee"
Ganesha,"Sundara Sundara Vinayaka 
Subha Mangala Daayaka Vinayaka 
Vighna Koti Hara Vimala Gajanana 
Sakala Vighna Hara Sai Gajanana 
Eshwari Nandana Parthi Gajanana 
Jai Jai Ganesha Jaya Sree Ganesha (4)","Hey Vinayaka, the beautiful One, You bestow auspiciousness.
You are the remover of obstacles (in one's endeavours). 
You are the son of Eshwari (Parvathi) and You are the Gajanana of Parthi. Victory to Thee, Ganesha"
Ganesha,"Thum Ho Vighna Vinaasha Ganesha 
Thum Ho Vighna Vinaasha Ganesha (2X) 
Parvathi Nandana Sai Gajanana 
Pranava Swaroopa Parthipureesha 
Sai Ganesha Vighna Vinaasha","O Lord Sai Ganesha! Thou art the remover of obstacles and life force
of living beings. You are the son of Parvathi and You are the 
embodiment of Pranava (Om). You are Sai Ganesha, who lives in Parthi"
Ganesha,"Vighna Vinashaka Gajavadana 
Siddhi Vinayaka Shiva Nandana 
Gangadhara Suta Gajanana 
Lambodhara He Gajanana (2) 
Parvathi Nandana Gajanana (2)","Chant the name of Lord Ganesh, son of Shiva and Parvathi. He will
protect you from all impediments."
Ganesha,"Vighna Vinashaka Gana Naathha 
Gajanana Hey Gaja Vadana 
Gana Naathha Gana Naathha 
Pranava Swaroopa Gana Naathha 
Parthipureeshwara Gana Naathha 
Gajanana Hey Gaja Vadana","Lord Ganesha, You are the one who protects us from obstacles
befalling our life. O elephant faced God, Chief of demi-gods, 
You are the embodiment of the primordial sound Om. The Lord of 
Puttaparthi, Sai is none other than You. (We pay homage to Thee"
Ganesha,"Vighna Vinashaka Vinayaka 
Gaja Vadana Sukha Daayaka 
Vighna Vinashaka Vinayaka 
Mangala Daayaka Vinayaka 
(Putta) Partheeshwara Vinayaka 
Sathya Ganesha Vinayaka 
Gaja Vadana Sukha Daayaka 
Vighna Vinashaka Vinayaka","Thou art Dispeller of all obstacles, O Lord Ganesha
You have the body of an elephant. You grant us all peace and happiness 
Ganesha, You bestow and shower us with all good tidings. 
You are the Indweller of Puttaparthi oh Lord Ganesha. 
You are the everlasting Truth, O Ganesha, You remove all our obstacles. 
Lord Ganesha, we seek Your blessings"
Ganesha,"Vighneshwaram Bhaja Vighneshwaram Sadguru Natham Gauri Sutham 
Jaya Shiva Nandana Vighneshwaram Pranavaanandam Devi Sutam 
Siddhi Vinayaka Vighneshwaram Vidya Daayaka Gauri Sutham 
Vighneshwaram Bhaja Vighneshwaram 
Sharanam Sharanam Devi Sutam","Hey son of Gauri (Parvathi), we chant Thy name, Divine perceptor.
You are the remover of obstacles. Victory to You, son of 
Shiva and Devi (Parvathi). You are the bestower of boons and 
wisdom. We seek refuge in You, son of Devi (Ganesha"
Ganesha,"Vighneshwaram Bhajorey Manasa 
Vighna Haram Bhajorey (3)","Worship Ganesh, who removes obstacles"
Ganesha,"Vinayaka Vighna Naashaka 
Anaathha Rakshaka Aananda Daayaka 
Uma Maheshwara Hey Shiva Nandana","Worship Ganesh, the one who leads, remover of obstacles,
protector of the helpless, giver of bliss, son of Parvathi and Shiva"
Ganesha,"Vinayaka Vinayaka 
Vishwaadhara Vinayaka 
Vinayaka Vinayaka 
Siddhi Vinayaka Bhava Bhaya Nasha 
Suramuni Vanditha Shree Ganesha 
Vishwadhaara Vinayaka","Hail Ganesha, who is worshipped before all others; Ganesha,
sustainer of the universe; The giver of all boons who destroys 
worldly fears; Ganesha, who is revered by Saints and Sages; 
Ganesha, sustainer of the universe."
Ganesha,"Vinayaka Vinayaka Vinayaka Vinayaka 
Vighna Vinaashka Vinayaka 
Vidya Daayaka Vinayaka 
Vishwaadhaara Vinayaka 
Veera Ganapathi Vinayaka 
Vinayaka Vinayaka Vinayaka Vinayaka","(Chant the Name of) Ganesha who removes all obstacles from our path in our striving for spiritual development, the One who imparts to us higher knowledge, the One who is the Prop of the whole world, the valiant Ganesha."
Devi,"Aadi Divya Jyothi Mahaa Kaali Maa Namo 
Devi Shakthi Mahaa Shakthi Kaali Maa Namo 
Kaali Maa Namo, Sathya Sai Maa Namo 
Shringa Shaila Vaasini Kaali Maa Namo 
Sankata Haarini Mangala Kaarini Kaali Maa Namo 
Kaali Maa Namo, Sathya Sai Maa Namo","Oh Eternal, Effulgent Divine Light, Great Goddess Kaali, Oh
Great Power, dweller of the snow-clad mountain tops, You have 
guarded us against pain and misery; You have brought auspiciousness 
into our lives. You are called by the name Kaali. You are also 
called by the name Sai. We bow to Thee, Divine Mother Sai."
Devi,"Aananda Mayi Brahma Mayi 
Aananda Mayi Brahma Mayi 
Athulitha Saundarya Roopini 
Aananda Mayi Brahma Mayi","Oh blissful One, Oh absolute One; Oh blissful One, Oh absolute One; whose Form is unsurpassed Beauty;
Oh blissful One, Oh absolute One"
Devi,"Akhilaandeshwari Amba Parameshwari 
Sakala Jagat Ko Paalaya Maa 
Sab Sukha Daayini Kashta Nivaarini 
Vibhuda Vilaasini Paalaya Maa 
Paalaya Maa Sai Paalaya Maa (2)","Oh Goddess of the universe, please protect the whole world.
You are the Goddess who gives mankind its happiness. You are the 
Goddess who removes pain and misery from all living creatures. 
You are the all-pervading Goddess. Protect us Mother. "
Devi,"Akhilaandeshwari Maa 
Jaya Maa Jaya Maa Jaya Jaya Maa ..(Akhilandeshwari Maa) 
Sai Shubhankari Hey Parameshwari (2) 
Parthipureeshwari Maa 
Annapoorneshwari Hey Jagadeeshwari 
Krupa Karo Maa Dayaa Karo (2) 
Krupa Karo Maa Raksha Karo","Oh Mother, You who reigns over the universe, Victory to Thee! Oh Mother Sai You always
bring auspiciousness into our lives; You always give everything in 
plenty; We adore Thee. Please give us Your Grace and protection."
Devi,"Akhilaandeshwari Raajaraajeshwari 
Durgabhavaani Naaraayani 
Mahamaaya Shiva Shakthi Swaroopini 
Veda Vilaasini Naaraayani","Goddess of the Universe! The Queen of all Goddesses!
Durga, Bhavani and Naaraayanai are all different appellations 
for Parvathi, the Shakthi/feminine aspect of Godhead; 
You weave the web of Maya; You are the form of Shiva Shakthi; 
You are resplendent as the Vedas, Oh Naaraayani!"
Devi,"Amba Manda Haasa Vadani Manohari Sai Jagat Janani 
Matha Matha Matha Jagat Janani 
Jagat Janani Shubha Karini 
Sathya Sai Jagan Matha","Worship the auspicious Mother of the Universe, Mother Sai and
Amba who has an enchanting face with a charming smile."
Devi,"Amba Matha Jagan Matha Veera Matha Sathya Prema Matha 
Amba Mayi Jagan Mayi, Veera Mayi Sathya Prema Mayi","Oh Divine Mother, Oh Mother of the World! Oh valorous Mother, You give us eternal Truth and divine Love"
Devi,"Amba Parameshwari Akhilaandeshwari 
Aadi Para Shakti Palayamaam 
Tribhuvaneshwari Raajaraajeshwari 
Ananda Roopini Paalayamaam","Oh Goddess Amba (Parvati) Oh Divine Mother of the entire
creation! Oh Queen of the Universe! Thy form is bliss. Thou art 
the nourisher, sustainer and protector."
Devi,"Amba Shankari Sashi Shekhari Parameshwari Amba 
Sarveshwari Jagadeeshwari Parameshwari Amba 
Sundari Guna Manjari Shiva Shankari Amba 
Kaadambari Shwetambari Hari Sodari Amba","Oh Mother, Consort of Shankar, Giver of Bliss, Thou art the universal Mother
Thou art the Cause of all and Queen of this world, Oh Mother 
Beautiful beyond words, Thou art the Repository of all traits and dearest to Lord Shiva 
Universal Effulgence emanates from You and being the ultimate Power, You are clad in brilliant white 
The Sister of Hari, Oh Mother of the universe, Oh Mother!"
Devi,"Ambey Bhavani Maa Jai Ambey Gauri Sai Maatha 
Kasht Nivaaro Maiyya Bhakth Janonke 
Sankatahaarani Maa Jai Ambey Gauri Sai Maatha 
Kasht Nivaaro Maiyya Bhakt Janonkey 
Parthipuri Sai Maa Jai Ambey Gauri Sai Maatha 
Prem Bhaav Sey Pooja Karey Theree","Victory to Mother Bhavani, Mother Sai. We pray to You with love.
Kindly remove the difficulties of Your devotees, Oh Mother"
Devi,"Ambey Janani Abhiraami 
Abhayapradaayini Shiva Kaami 
Ambey Janani Abhiraami 
Shaambhavi Shankari Sarveshwari 
Shaantha Swaroopini Shiva Shankari 
Sathya Swaroopini Sai Maatha 
Shaashwatha Ananda Daayini Maatha","Hey Mother Ambe (Parvathi); The One who gives protection, Parvathi;
Shambhavi, Shankari (Appellations of Parvathi), the supreme Goddess; 
The embodiment of peace, Parvathi; The embodiment of Truth, Mother Sai; 
The Mother who bestows ever lasting happiness"
Devi,"Ashta Bhujangini Divya Swaroopini Kaali Kapaalini Maa 
Duritha Nivarini Bhava Bhaya Harini Mangalakaarini Maa 
Janani Shubha Janani Parthi Pureeshwari Shankari Maa (2x)","Oh heavenly beauty, Goddess Durga, with eight arms, Mother
Kaali, Kapaalini! You always help us quickly overcome our 
problems. You have encouraged us to overcome the fear of existence 
and getting entangled in the endless cycle of births and deaths. 
You have always brought auspiciousness into our lives. Oh Mother, 
Oh Divine Mother, Goddess of Puttaparthi (we adore You)."
Devi,"Bhaja Mana Maa Maa Maa Maa Bhaja Mana Maa Maa Maa Maa 
Aananda Mayi Maa Maa Aananda Mayi Maa Maa 
Aananda Mayi Maa Maa Aananda Roopa Maa Maa 
Aananda Roopa Maa Maa 
Aananda Mayi Maa Maa","Oh mind, chant the name of Mother; Mother-full of bliss, Mother-Whose Form is blissful
Mother-full of bliss"
Devi,"Bhajorey Maa Bhajorey Maa 
Bhajorey Bhaja Mana Sai Maa 
Bhajorey Saraswathi Shankari Maa 
Bhajorey Chandi Maheshwari Maa 
Parvathi Bhava Bhaya Haarini Maa 
Pankaja Lochani Sai Maa","Oh Mind! Worship the Lotus-eyed Mother Sai, Destroyer of evil,
fear and bondage of birth and death. Goddess Saraswati - bestower of knowledge."
Devi,"Bhajorey Sada Bhajo Durga Bhavani 
Bhava Bhaya Bhanjani Sai Bhavani 
Bhajorey Sada Bhajo Durga Bhavani 
Mahishaasur Mardani Bhavani 
Dayaa Sagari Hey Jagajanani","Always worship Mother Durga Bhavani. She is the destroyer of
fear and cycle of birth and death. She is slayer of demon 
Mahisasur. Oh Mother of the Universe! Thou art full of mercy"
Devi,"Bhavani Jai Jai Bhavani Jai Jai 
Kailaasha Shakthi Shiva Shankari Jai Jai 
Namah Shivaayo Namah Shivaayo (2X)","Victory to the Mother of the Universe; The highest divine Energy of the Universe
Who lives on Mount Kailash with Shiva; I bow to the Divine Power of Shiva"
Devi,"Dayaa Karo Dayaa Karo Dayaa Karo Maa 
Rakshaa Karo Rakshaa Karo Sathya Sai Maa 
Hey Maa Hey Maa 
Dayaa Karo Krupaa Karo Sathya Sai Maa 
Sathya Sai Maa Sathya Sai Maa",Oh Mother Sathya Sai! Kindly have mercy and protect us.
Devi,"Dayaa Karo Hey Poorna Jyothirmayi 
Shiva Shakti Mayi Krupaa Karo 
Brahma Sanaathani Dayaa Karo 
Anthar Jyoti Jalao Sai 
Brahma Sanaathani Dayaa Karo 
Shivashakthi Mayi Krupaa Karo 
Deena Dayaamayi Patheetha Paavani 
Shree Jaga Janani Rakshaa Karo","Have mercy, Oh Lord - the One full of effulgence; Have kindness, Oh Lord - the One with Shiva's powers;
Have mercy, Oh eternal Brahman; Sai, please light my inner lamp; 
Have mercy, Oh eternal Brahman; Have kindness, Oh Lord - the one with Shiva's powers, 
The One with compassion, the One with the powers to salvage 
the fallen, Oh Mother of the Universe, please protect us!"
Devi,"Dayaa Sudha Barasaavo Maata Jaya Jaya Jaya Ambe 
Prem Sudha Barasaavo Maata Jaya Jaya Jaya Ambe 
Devi Niranjani Sai Bhavani Jaya Jaya Jaya Ambe 
Jaya Jaya Jaya Ambe","Oh Mother! Shower Thy mercy! Victory to the Mother! Oh Mother! Shower Thy Love! Victory to the Mother!
Oh Blemishless Mother Sai! Shower Thy Love! Victory to the Mother! 
(Devi, Bhavani etc are various names of Parvathi"
Devi,"Dehi Sharanam Simha Vaahini 
Dehi Sharanam Asura Vinaashini 
Dehi Sharanam Bhava Bhaya Haarini 
Dehi Sharanam Hari Naaraayani 
Dehi Sharanam Brahma Sanaatani 
Dehi Sharanam Sai Naaraayani","Grant me protection: Oh Goddess Durga, Whose vehicle is Lion; Oh
destroyer of demons! Oh destroyer of fear of cycle of birth and 
death! Oh Consort of Lord Narayana! Oh Infinite One! Oh Sai Naaraayani!"
Devi,"Devi Sai Maa Devi Saraswathi Maa 
Durga Bhavani Maa Kaali Kapaalini Maa 
Jagadoddhaarini Maa Sai Dayaakari Maa","Worship mother Sai who is none other than Saraswathi, Durga,
Bhavani, Kali and Kapalini. She is the merciful One who frees us 
from the endless cycle of births and deaths and lets us finally merge into Her."
Devi,"Devi Bhavani Maa Sai Bhavani Maa 
Dayaa Karo Sai Maa Krupaa Karo Sai Maa 
Jaya Maa Jaya Maa Jaya Sai Bhavani Maa 
Jaya Parthi Nivaasini Maa 
Jaya Sai Bhavani Maa","Victory to Goddess Bhavani, Sai Bhavani! Oh Mother Sai,
bestow Thy Grace on us and lead us on the spiritual path. May You be victorious in this task."
Devi,"Devi Bhavani Maa Sai Bhavani Maa 
Parthi Nivaasini Jaganmaata 
Deena Dayaakari Parama Kripaakari (2) 
Hey Jaga Vandini Maata 
Mangala Kaarini Moksha Vidhaayini 
Deena Samrakshini Maata","Oh Mother Bhavani, Oh Mother Sai, dweller of Puttaparthi, Oh
kind and compassionate One, adored by one and all, doing good all 
the time, conferring liberation to everyone, protecting the meek 
and forlorn, Oh universal Goddess, we bow to Thee."
