Title,Deity,Level,Tempo,Language,Raga
Devi Lakshmi Maam Paahi,devi,intermediate,,sanskrit / hindi,abheri / bhimpalas
Devi Ma Jagadambe Ma,devi,intermediate,medium,sanskrit / hindi,brindavan sarang
Devi Sai Ma Devi Saraswathi Ma,devi,advanced,medium slow,sanskrit / hindi,"valaji / kalavati, janasammohini"
Devi Saraswathi Ma Jaya Sai Saraswathi Ma,devi,,,sanskrit / hindi,
"Divine Mother Parvathi, Blissful Mother Sai","devi, sai",,,english,
Divine Mother Soham You And I Are One,"devi, sai, sarva dharma",simple,medium fast,english,minor (natabhairavi)
Durga Amba Bhavani Jai Jai Durga Amba Bhavani,devi,intermediate,medium,sanskrit / hindi,sarasangi / nat bhairav
Durga Bhavani Ma Jaya Jaya Sai Ma,devi,intermediate,medium fast,sanskrit / hindi,yaman kalyan
Durga Lakshmi Saraswathi Hey Sai Jaganmata,devi,,,sanskrit / hindi,hindolam / malkauns
Durga Lakshmi Saraswathi Ma,devi,advanced,,sanskrit / hindi,revathi / bhairagi bhairav
Durgati Nashini Durge Jaya Jaya,devi,advanced,,sanskrit / hindi,sindhu bhairavi / bhairavi
Durge Durge Devi Durgati Nashini,devi,advanced,medium,sanskrit / hindi,chakravakam / ahir bhairav
Durge Durge Durge Jai Jai Ma (2),devi,simple,medium fast,sanskrit / hindi,natabhairavi
Gaana Priyey Sai Karunamayi,devi,advanced,medium,sanskrit / hindi,revathi / bhairagi bhairav
Ganga Mayi Parameshwari Gangey,devi,advanced,medium slow,sanskrit / hindi,bageshri
Giri Raja Tanaya Jaya Ma,devi,intermediate,medium,sanskrit / hindi,tilang
Girija Bhavani Shivaranjani,devi,,,sanskrit / hindi,shivaranjani
Hamsa Vahini Devi Narayani,devi,,,sanskrit / hindi,shuddha sarang
Hara Gangey Jaya Ho Hara Gangey Jaya Ho,devi,intermediate,medium slow,sanskrit / hindi,mishra shankarabharanam / bilawal
He Ma Sai Ma Sai Ma,"devi, sai",,,sanskrit / hindi,
Hey Akhilandeshwari Ma,devi,intermediate,medium fast,sanskrit / hindi,yaman kalyan
Hey Chinmayi Sai Janani,devi,advanced,slow,sanskrit / hindi,chakravakam / ahir bhairav
Hey Eshwari,devi,,,sanskrit / hindi,mohanam / bhoop
Hey Ma Durga Bhavani Ma,devi,advanced,,sanskrit / hindi,tilang
Hey Vishwa Janani Sri Sai Janani,devi,advanced,slow,sanskrit / hindi,mayamalavagowla / bhairav
Himagiri Nandini Hey Jagat Janani,devi,,,sanskrit / hindi,
Isha Manohari Gowri,devi,,,sanskrit / hindi,
"Itoshiki Haha, Ai no Kamisama",devi,intermediate,medium slow,japanese,minor (natabhairavi)
Jagadambe Amba Bhavani,devi,,,sanskrit / hindi,yaman kalyan
Jagadambe Bhavani Lalita,devi,,,sanskrit / hindi,
Jagadambe Bhavani Ma Jai Ma Jai Ma Jai Ma,devi,intermediate,medium,sanskrit / hindi,mishra shankarabharanam / bilawal
Jagadambe Devi Bhavani,devi,advanced,medium slow,sanskrit / hindi,vasanthi / prateeksha
Jagadambige Jaya Jagadeeshwari,devi,intermediate,medium,tamil,dwijavanti / jaijaivanti
Jagadeeshwari Daya Karo Ma,devi,simple,medium fast,sanskrit / hindi,charukeshi
Jagadeeshwari Jaya Mata Bhavani,devi,advanced,medium,sanskrit / hindi,hamsavinodini
Jagadeeshwari Parameshwari Partheeshwari Sai Ma,devi,intermediate,medium fast,sanskrit / hindi,sindhu bhairavi / bhairavi
Jagadodharini Ma,devi,intermediate,medium,sanskrit / hindi,shankarabharanam / bilawal
Jagadodharini Mata Durga Jagadodharini Ma,devi,intermediate,medium,sanskrit / hindi,shankara
Jagadodharini Mata Narayani Durga,devi,,,sanskrit / hindi,
Jaganmata Jaganmata,devi,,,sanskrit / hindi,abheri / bhimpalas
Jaganmatey Jagat Janani,devi,advanced,medium fast,sanskrit / hindi,shuddha saveri / durga
Jaganmatey Jagat Janani,devi,advanced,medium,sanskrit / hindi,hamsanandi / sohini
Jagat Janani Jagadamba Jagadamba Jagadamba Bhavani,devi,,,sanskrit / hindi,hamsadhwani
Jagat Janani Jagadambe Bhavani,devi,,,sanskrit / hindi,
Jagat Janani Ma Ambe Bhavani,devi,,,sanskrit / hindi,
Jagat Janani Shiva Sai Shankari,devi,advanced,medium slow,sanskrit / hindi,raga mishran
Jago Jago Ma Shankari Ma,devi,,,sanskrit / hindi,shivaranjani
Jai Durga Lakshmi Saraswathi Sai Jaganmata,devi,simple,medium fast,sanskrit / hindi,shankarabharanam / bilawal
Jai Durge Durgati Pariharini,devi,,,sanskrit / hindi,mayamalavagowla / bhairav
Jai Jai Bhavani Durga Mangala Pradayini,devi,,,sanskrit / hindi,hindolam / malkauns
Jai Jai Bhavani Ma Ambe Bhavani Ma,devi,simple,medium,sanskrit / hindi,shankarabharanam / bilawal
Jai Jai Durge Jai Bhavani,devi,,,sanskrit / hindi,shankarabharanam / bilawal
Jai Jai Jai Devi Jagadamba,devi,intermediate,medium,sanskrit / hindi,kalyani / yaman
Jai Jai Jai Devi Jagadamba,devi,,,sanskrit / hindi,hamsadhwani
Jai Jai Jai Jaya Ma Sathya Sai Bhavani Ma,devi,simple,fast,sanskrit / hindi,natabhairavi
Jai Jai Janani Sai Janani Ambe Bhavani Ma,devi,intermediate,medium,sanskrit / hindi,natabhairavi
Jai Jai Janani Sai Janani Parthi Nivasini,devi,simple,medium fast,sanskrit / hindi,vakulabharanam / basant mukhari
Jai Jai Sai Ma Jaya Sai Saraswathi Ma,devi,advanced,slow,sanskrit / hindi,"parameshwari, chakravakam / ahir bhairav"
Jai Jai Vaishnavi Devi Ma Jai Jai Vaishnavi Devi Ma,devi,simple,fast,sanskrit / hindi,sindhu bhairavi / bhairavi
Jai Ma Jai Ma Jai Ma Sai Ma [ Jai Jai Ma ... ],devi,,,sanskrit / hindi,sindhu bhairavi / bhairavi
Jai Santoshi Ma Jai Jai Sai Ma (3),devi,intermediate,medium fast,sanskrit / hindi,sindhu bhairavi / bhairavi
Janani Jagat Janani,devi,,,sanskrit / hindi,sindhu bhairavi / bhairavi
Janani Jagat Janani,devi,,,sanskrit / hindi,bhatiyar
Janani Janani Ma Shankari Durgati Nashini Ma,devi,,,sanskrit / hindi,shankarabharanam / bilawal
Janani Janani Sathya Sai Shubha Janani,devi,simple,medium slow,sanskrit / hindi,kalyani / yaman
Janani Krupa Karo Ambe,devi,advanced,medium slow,sanskrit / hindi,sindhu bhairavi / bhairavi
Janani Ma Sai Janani Ma (3),devi,advanced,slow,sanskrit / hindi,mishra darbari
Janani Sai Devi Dayamayi,devi,intermediate,medium,sanskrit / hindi,maand
Jaya Ambe Jaya Ambe,"devi, guru",,,sanskrit / hindi,
Jaya Bhagavad Geete Matey,devi,,,sanskrit / hindi,
Jaya Devi Bhavani Ma,devi,intermediate,medium,sanskrit / hindi,~ shankarabharanam / bilawal
Jaya Devi Deena Dayamayi,devi,,,sanskrit / hindi,valaji / kalavati
Jaya Devi Durga Gowri Shankari Parvathi,devi,advanced,medium,sanskrit / hindi,karaharapriya / kafi
Jaya Durga Devi Bhavani ,devi,intermediate,medium fast,sanskrit / hindi,mishra darbari
Jaya Jagadambe Gowri Mata,devi,,,sanskrit / hindi,sindhu bhairavi / bhairavi
Jaya Jagadeeshwari Akhilandeshwari,devi,,,sanskrit / hindi,
Jaya Jagadeeshwari Jaya Parameshwari,devi,,,sanskrit / hindi,
Jaya Jagat Janani Jagadambe,devi,intermediate,medium fast,sanskrit / hindi,mishra abheri / bhimpalas
Jaya Jagat Janani Jagadeeshwari,devi,,,sanskrit / hindi,gowri manohari / patdeep
Jaya Jagat Janani Jagat Palini,devi,intermediate,medium,sanskrit / hindi,mohanam / bhoop
Jaya Jagat Janani Ma,devi,advanced,medium fast,sanskrit / hindi,desh
Jaya Jagat Janani Ma Devi Sai Ma Sathya Sai Ma,devi,advanced,slow,sanskrit / hindi,chakravakam / ahir bhairav
Jaya Jagat Janani Ma Jaya Ma,devi,intermediate,medium slow,sanskrit / hindi,chandrakauns
Jaya Jagat Janani Mata,devi,advanced,slow,sanskrit / hindi,shuddha saveri / durga
Jaya Jagat Janani Sayeeshwari,devi,advanced,medium slow,sanskrit / hindi,mishra surya
Jaya Jaya Ananda Amrutha Varshini,devi,,,sanskrit / hindi,amruthavarshini
Jaya Jaya Ananda Amrutha Varshini,devi,,,sanskrit / hindi,sindhu bhairavi / bhairavi
Jaya Jaya Devi Ambe Bhavani,devi,,,sanskrit / hindi,kalyani / yaman
Jaya Jaya Devi Girija Mata,devi,advanced,medium,sanskrit / hindi,mohanam / bhoop
Jaya Jaya Jaya Devi Narayani,devi,intermediate,medium,sanskrit / hindi,hamsanandi / sohini
Jaya Jaya Jaya Jaga Vandini Ma,devi,advanced,medium,sanskrit / hindi,shivaranjani
Jaya Jaya Jaya Jaya Ma,devi,advanced,medium slow,sanskrit / hindi,shankara
Jaya Jaya Jaya Ma Jaya Sai Ma,devi,advanced,medium slow,sanskrit / hindi,nattai
Jaya Jaya Shankari Jaya Parameshwari,devi,advanced,medium slow,sanskrit / hindi,pilu
Jaya Jaya Vani Pranamamyaham,devi,advanced,medium fast,sanskrit / hindi,gowri manohari / patdeep
Jaya Ma Anandamayi Janani,devi,advanced,slow,sanskrit / hindi,keeravani
Jaya Ma Devi,devi,intermediate,fast,sanskrit / hindi,mishra sarasangi / nat bhairav
Jaya Ma Jagan Ma Sathya Sai Ma,devi,advanced,medium slow,sanskrit / hindi,valaji / kalavati
Jaya Ma Jaya Ma,devi,advanced,slow,sanskrit / hindi,chakravakam / ahir bhairav
Jaya Ma Jaya Ma Daya Karo Sai Ma,devi,advanced,slow,sanskrit / hindi,gavati
Jaya Ma Jaya Ma Jagadeeshwari Sai Ma,devi,advanced,slow,sanskrit / hindi,darbari
Jaya Ma Jaya Ma Jaya Jaya Jaya Ma,devi,intermediate,medium fast,sanskrit / hindi,shubha pantuvarali / miyan ki todi
Jaya Ma Jaya Ma Jaya Ma,devi,advanced,medium,sanskrit / hindi,chakravakam / ahir bhairav
Jaya Narayani Durga Lakshmi,devi,,,sanskrit / hindi,
Jaya Partheeshwari Jaya Parameshwari Jaya Sarveshwari Mata,devi,,,sanskrit / hindi,abheri / bhimpalas
Kaali Kaali Maha Kaali Kapalini,devi,advanced,medium,sanskrit / hindi,hamir kalyani / kedar
Kaali Kapalini Jagat Janani,devi,,,sanskrit / hindi,natabhairavi
Kala Roopini Kadambari,devi,advanced,,sanskrit / hindi,vasantha
Kalavathi Amba Saraswathi,devi,advanced,medium fast,sanskrit / hindi,kalyani / yaman
Kalavathi Kali Kapalini,devi,advanced,medium,sanskrit / hindi,miyan ki malhar
Kamakshi Kalyani Kadambari,devi,,,sanskrit / hindi,ananda bhairavi
Kamala Manohari Shiva Sai Shankari,devi,,,sanskrit / hindi,charukeshi
Karuna Sadani Ma Sai Karuna Sagari Ma,devi,intermediate,medium fast,sanskrit / hindi,~ natabhairavi
Karuna Swaroopini Raja Rajeshwari,devi,advanced,medium slow,sanskrit / hindi,yaman kalyan
Karunamayi Janani Ma,devi,advanced,medium,sanskrit / hindi,vachaspati
Ma Daya Nidhey Shiva Shankari,devi,advanced,slow,sanskrit / hindi,darbari
Ma Hey Ma (2),devi,advanced,medium fast,sanskrit / hindi,jaunpuri
Ma Saraswathi Gnan Do,devi,,,sanskrit / hindi,shuddha saveri / durga
Maam Paahi Om Bhagawathi,devi,advanced,medium fast,sanskrit / hindi,abheri / bhimpalas
Madhava Sodari Mangala Gowri,devi,,,sanskrit / hindi,
Madura Puri Nilayey Meenakshi,devi,advanced,medium slow,sanskrit / hindi,kanada
Mahishasura Mardhini Mama Taapa Vimochani,devi,advanced,medium fast,sanskrit / hindi,abhogi
Mangala Kaarini Jai Sai Ma,devi,intermediate,medium fast,sanskrit / hindi,yaman kalyan
Mangala Kara Hey Santoshi Ma,devi,simple,medium fast,sanskrit / hindi,natabhairavi
Mangala Karini Mahalakshmi (Shubha),devi,,,sanskrit / hindi,mayamalavagowla / bhairav
Mangala Karini Sai Janani,devi,,,sanskrit / hindi,bageshri
Mangala Karini Sai Janani,devi,,,sanskrit / hindi,
Mangala Pradayini Sai Shankari,devi,,,sanskrit / hindi,abheri / bhimpalas
Mangala Shubhakari Mata Maheshwari,devi,advanced,medium fast,sanskrit / hindi,~ darbari
Mangalamaya Varadey Bhavani,devi,,,sanskrit / hindi,bageshri
Manovanchita Pradayini,devi,,,sanskrit / hindi,
Mata Annapoorneshwari,devi,,,sanskrit / hindi,shivaranjani
Mata Bhavani Jagadambe Ma,devi,advanced,medium slow,sanskrit / hindi,hindolam / malkauns
Mata Bhavani Maheshwari Sai Mata Bhavani Parameshwari,devi,advanced,slow,sanskrit / hindi,shubha pantuvarali / miyan ki todi
Mata Durga Bhavani Ma,devi,,,sanskrit / hindi,
Mata Jagadambe ,devi,advanced,fast,sanskrit / hindi,harikamboji
Mata Maheshwari Tribhuvana Janani,devi,intermediate,medium slow,sanskrit / hindi,kalyani / yaman
Mata Mata Sai Mata,devi,advanced,medium fast,sanskrit / hindi,keeravani
Mata Rani Teri Jai Jai Kaar Ambe Rani Teri Jai Jai Kaar,devi,intermediate,medium fast,sanskrit / hindi,chakravakam / ahir bhairav
Mata Saraswathi,devi,advanced,medium slow,sanskrit / hindi,saraswathi
Matey Jaganmatey,devi,,,sanskrit / hindi,amruthavarshini
Naada Brahmamayi Dayamayi,devi,,,sanskrit / hindi,kalyani / yaman
Naada Brahmamayi Sayeeshwari,devi,advanced,medium,sanskrit / hindi,chandrakauns
Naga Bhooshani Sai Narayani,devi,,,sanskrit / hindi,gavati
Namo Namo Sri Devi Namo,devi,advanced,medium,sanskrit / hindi,bowli
Namo Sharada Namo Sharada Namo Sharada Mata,devi,advanced,slow,sanskrit / hindi,kalyani / yaman
Narayani Namo Narayani Naada Svarupini Narayani,devi,,,sanskrit / hindi,
Narayani Veda Parayani,devi,advanced,medium slow,sanskrit / hindi,kalyani / yaman
Nata Bhairavi Naada Swaroopini,devi,,,sanskrit / hindi,
Niranjani Sai Bhavani,devi,advanced,medium,sanskrit / hindi,hamsanandi / sohini
Om Jaganmatey Matey Jaya Om (2),devi,,,sanskrit / hindi,harikamboji
Om Jagat Janani Sai Mata,devi,advanced,slow,sanskrit / hindi,shubha pantuvarali / miyan ki todi
Om Jagat Kaarini Janani,devi,intermediate,medium,sanskrit / hindi,mohanam / bhoop
Om Shakthi Om Shakthi Om Shakthi Om,devi,advanced,,sanskrit / hindi,shivaranjani
Om Shakthi Om Shakthi Om Shakthi Om,devi,simple,fast,sanskrit / hindi,shankarabharanam / bilawal
Omkara Roopini Janani Ma,devi,advanced,medium,sanskrit / hindi,madhyamavati / madhmad sarang
Pancha Bhoothamayi Parthi Nivasini,devi,,,sanskrit / hindi,pantuvarali / puriya dhanashri
Partheeshwari Jagat Janani,devi,advanced,slow,sanskrit / hindi,kalyana vasantham
Parthi Pureeshwari Ma Jaya Sai Maheshwari Ma,devi,,,sanskrit / hindi,bageshri
Parthi Puri Nayaki Paripalinchu Kamakshi,devi,,medium slow,telugu,revagupti
Parvathi Shankari Girija Shankari,devi,intermediate,medium,sanskrit / hindi,kalyani / yaman
Parvathi Shankari Uma Maheshwari,devi,,,sanskrit / hindi,
Pranamami Sri Durge Sai Narayani,devi,advanced,slow,sanskrit / hindi,bowli
Prema Swaroopini Janani Ma,devi,advanced,medium slow,sanskrit / hindi,shankarabharanam / bilawal
Premamayi Sai Ma Gnanamayi Sai Ma,devi,advanced,slow,sanskrit / hindi,sindhu bhairavi / bhairavi
Raga Vinodini Kadambari,devi,advanced,medium,sanskrit / hindi,valaji / kalavati
Raja Rajeshwari Jaganmohini (Amba),devi,advanced,medium,sanskrit / hindi,bihag
Raja Rajeshwari Rajya Pradayini,devi,,,sanskrit / hindi,bageshri
Rajeeva Lochani Raja Rajeshwari,devi,intermediate,medium slow,sanskrit / hindi,shivaranjani
Rajeshwari Sri Bhuvaneshwari,devi,,,sanskrit / hindi,keeravani
"Saa Ai no Hi wo Tomosou, Megami Sama no Hi wo",devi,simple,medium fast,japanese,major (shankarabharanam / bilawal)
Sadashiva Ranjani Sai Janani,devi,intermediate,medium slow,sanskrit / hindi,shivaranjani
Sadguru Sai Saraswathi,"devi, guru",intermediate,medium,sanskrit / hindi,mishra tilang
Sadguru Sai Saraswathi,"guru, devi",,,sanskrit / hindi,
Sai Bhavani Sai Bhavani Sai Bhavani Ma (2),devi,simple,medium fast,sanskrit / hindi,natabhairavi
Sai Durga Lakshmi Saraswathi,devi,,,sanskrit / hindi,
Sai Ma Sai Ma Sai Ma (2),devi,advanced,slow,sanskrit / hindi,charukeshi
Sai Ma Saraswathi Ma Gnanamayi,devi,advanced,medium slow,sanskrit / hindi,hamsanandi / sohini
Sai Mahalakshmi Narayani,devi,,,sanskrit / hindi,mohanam / bhoop
Sai Mata Partheeshwari,devi,advanced,medium,sanskrit / hindi,charukeshi
Sai Saraswathi Kalavathi (Sathya),devi,advanced,slow,sanskrit / hindi,varali
Sai Saraswathi Namo Namo,devi,,,sanskrit / hindi,hamsanandi / sohini
Samba Vinodini Shiva Sai Shankari,devi,advanced,medium fast,sanskrit / hindi,suryakantham
Sambhavi Shankari Linga Bhairavi,devi,advanced,medium slow,sanskrit / hindi,shubha pantuvarali / miyan ki todi
Sambhavi Shankari Namo Namo,devi,,,sanskrit / hindi,sunada vinodini / hindol
Sangeeta Rasike Sharadey (Amba),devi,,,sanskrit / hindi,saraswathi
Saraswathi Devi Saraswathi,devi,advanced,medium slow,sanskrit / hindi,saramathi
Sarva Mangala Sai Janani,devi,advanced,slow,sanskrit / hindi,natabhairavi
Sathya Manohari Sai Maheshwari,devi,,,sanskrit / hindi,atana
Sathya Narayani Shantha Swaroopini,devi,,,sanskrit / hindi,bilahari
Sathya Sanathani Sai Ma,devi,,,sanskrit / hindi,
Sathya Swaroopini Ma Sai Prema Swaroopini Ma,devi,intermediate,medium,sanskrit / hindi,shankarabharanam / bilawal
Sayeeshwari Amba Bhuvaneshwari,devi,,,sanskrit / hindi,shanmukhapriya
Sayeeshwari Amba Jagadeeshwari,devi,intermediate,medium slow,sanskrit / hindi,kalyani / yaman
Sayeeshwari Chandramukhi,devi,intermediate,medium,sanskrit / hindi,shankarabharanam / bilawal
Shaktheeshwari Jaya Sayeeshwari Jaya,devi,,,sanskrit / hindi,sindhu bhairavi / bhairavi
Shakthi Swaroopini Sai Ma (Shiva),devi,,,sanskrit / hindi,kalyani / yaman
Shankari Bhaktha Vashankari Ma,devi,advanced,medium slow,sanskrit / hindi,chakravakam / ahir bhairav
Shantha Durge Shanthi Swaroopini,devi,intermediate,medium,sanskrit / hindi,shankara
Shanthi Pradayini Ma Jaya Ma Janani,devi,advanced,slow,sanskrit / hindi,shubha pantuvarali / miyan ki todi
Sharadey Hey Sukha Paani,devi,,,sanskrit / hindi,
Sharadey Jaya Sharadey Vaagvilasini Sharadey,devi,advanced,medium fast,sanskrit / hindi,kalyani / yaman
Simha Vahini Sai Narayani,devi,advanced,medium slow,sanskrit / hindi,mishra valaji / kalavathi
Simha Vahini Trishoolini,devi,intermediate,medium,sanskrit / hindi,shivaranjani
Simhasaneshwari Sayeeshwari,"devi, sai",,,sanskrit / hindi,
Sri Annapoorne Sada Annapoorne ,devi,intermediate,fast,sanskrit / hindi,madhyamavati / madhmad sarang
Sri Mata Jaganmata,devi,,,sanskrit / hindi,hindolam / malkauns
Srikari Krupakari Kshemankari Sayeeshwari,devi,advanced,slow,sanskrit / hindi,malayamarutham
Sunaada Vinodini Sai Janani,devi,advanced,medium slow,sanskrit / hindi,sunada vinodini / hindol
Sunaada Vinodini Suhaasini,devi,,,sanskrit / hindi,sunada vinodini / hindol
Sundara Vadani Suguna Manohari,devi,advanced,medium fast,sanskrit / hindi,mohanam / bhoop
Sundari Soundari Suguna Manohari,devi,,,sanskrit / hindi,shubha pantuvarali / miyan ki todi
Triloka Palini Jagadeeshwari,devi,intermediate,medium slow,sanskrit / hindi,mayamalavagowla / bhairav
Tripura Sundari Ma Amba Daya Sagari Ma,devi,advanced,medium slow,sanskrit / hindi,shivaranjani
Umayavale Arul Purivai Amma,devi,intermediate,medium,tamil,shivaranjani
Utsukushii Megami yo Hahanaru Kamisama,devi,intermediate,medium,japanese,major (shankarabharanam / bilawal)
Vaishnavi Ma Varahi Ma,devi,intermediate,medium fast,sanskrit / hindi,shubha pantuvarali / miyan ki todi
Varuvai Varuvai Varuvai Amma,devi,advanced,medium slow,tamil,kalyani / yaman
Veda Kalamayi Naada Swaroopini,devi,,,sanskrit / hindi,ranjani
Veda Mata Gayathri,devi,advanced,medium,sanskrit / hindi,mishra maand
Veena Gaana Priyey Sharadey,devi,,,sanskrit / hindi,darbari
Veena Vadini Saraswathi Ma,devi,,,sanskrit / hindi,natabhairavi
Vidya Dayini Bhagavathi,devi,intermediate,medium,sanskrit / hindi,~ maand
Vidya Dayini Saraswathi,devi,simple,medium,sanskrit / hindi,~ bihag
Vina Pusthaka Mala Dharini,devi,,,sanskrit / hindi,
Vinati Suno Ma Vinati Suno,"devi, sai",,,sanskrit / hindi,
Vinati Suno Vinati Suno,devi,advanced,,sanskrit / hindi,shivaranjani
Vishnu Mohini Sai Narayani,devi,,,sanskrit / hindi,malayamarutham
Aao Aao Ganapathi Deva,"ganesha, guru",,,sanskrit / hindi,
Adi Mudalvane Ganapathiye,ganesha,intermediate,medium,tamil,kalyani / yaman
Adi Poojita Gajanana,ganesha,advanced,medium slow,sanskrit / hindi,hindolam / malkauns
Adi Poojya Deva Gajanana,ganesha,intermediate,medium,sanskrit / hindi,mishra gowri manohari / patdeep
Amba Bhavani Shiva Shambhu Kumara,ganesha,intermediate,medium fast,sanskrit / hindi,jaunpuri
Ambika Tanaya Gajanana,ganesha,intermediate,medium,sanskrit / hindi,pahadi
Anai Mugane Sri Ganesha,ganesha,intermediate,medium,tamil,tilang
At this time of our devotion,ganesha,intermediate,medium slow,english,nattai
Bhajo Gananayaka Gajavadana,ganesha,intermediate,medium slow,sanskrit / hindi,abheri / bhimpalas
Bhajorey Bhajorey Gananatham Bhajorey,ganesha,advanced,medium slow,sanskrit / hindi,vakulabharanam / basant mukhari
Bhajorey Manasa Gananatham,ganesha,,,sanskrit / hindi,yaman kalyan
Bhavani Nandana Bala Gajanana,ganesha,intermediate,medium fast,sanskrit / hindi,maand
"Chant The Name Of Lord Ganesha, Sai Ganesh We Pray To Thee (2)",ganesha,,,english,
"Dancing Ganesh, Playful Ganesh,",ganesha,simple,fast,english,major (shankarabharanam / bilawal)
"Dear Lord Ganesha, protector of my soul","ganesha, sai",simple,medium,english,major (shankarabharanam / bilawal)
Devadi Deva Vinayaka,ganesha,intermediate,medium fast,sanskrit / hindi,mishra jog
Eka Dantha Sri Gananatha,ganesha,intermediate,medium,sanskrit / hindi,shuddha dhanyasi
